Name, n, |M|, XMAX
TT_15_0.50_24, 15, 2, -1,0,0,-48,-30,-2,0,-6,-34,0,0,0,0,-42,0,
TT_15_0.50_25, 15, 2, 0,-30,0,-3,-24,-2,0,0,0,-10,0,0,0,-24,-19,
TT_15_0.50_26, 15, 7, 0,0,-1,0,-1,-3,-32,-4,-49,-10,-32,-3,-1,-1,0,
TT_15_0.50_27, 15, 5, -1,0,-67,0,-17,-41,-27,0,0,0,0,-37,-5,0,-24,
TT_15_0.50_28, 15, 4, 0,0,0,-17,0,0,-31,-2,-21,0,0,0,-13,0,0,
TT_15_0.50_29, 15, 7, -2,0,-4,-61,-47,0,0,-11,-20,0,0,0,0,0,0,
TT_15_0.50_30, 15, 8, -15,-17,0,-64,0,0,0,-65,-4,0,-68,-6,0,-3,-5,
TT_15_0.50_31, 15, 2, -4,-3,-6,-18,0,-1,-7,-35,-4,-1,0,-52,0,-10,-49,
TT_15_0.50_32, 15, 3, -5,0,0,-42,-12,0,0,0,-6,0,-10,-25,0,0,0,
TT_15_0.50_33, 15, 6, 0,0,0,0,0,0,-13,0,0,-38,0,0,0,-5,-18,
TT_15_0.50_34, 15, 3, -7,0,0,-3,-1,0,-21,-4,-6,-48,0,-14,0,0,0,
TT_15_0.50_35, 15, 5, -22,-2,-22,0,0,0,-35,0,0,0,0,-4,0,-1,0,
TT_15_0.50_36, 15, 6, 0,-37,0,0,0,0,-23,-1,0,-16,0,-38,-10,0,-6,
TT_15_0.50_37, 15, 5, -34,-23,-3,0,0,0,0,0,-2,0,0,-6,-18,-8,0,
TT_15_0.50_38, 15, 0, -5,0,0,0,-50,0,-2,-30,0,0,0,0,0,0,-38,
TT_15_0.50_39, 15, 6, -17,-32,-39,0,0,-3,-6,-1,0,-2,0,-4,-1,-4,0,
TT_15_0.50_40, 15, 6, 0,-10,-45,-7,-23,0,-2,0,0,0,0,0,0,0,0,
TT_15_0.50_41, 15, 4, -45,0,0,0,0,-1,0,-48,0,-2,-28,0,0,-5,0,
TT_15_0.50_42, 15, 2, 0,0,0,0,-51,-28,0,-50,0,-14,0,-1,-5,0,-9,
TT_15_0.50_43, 15, 4, -26,0,-1,-52,0,-23,-1,0,-3,-1,0,-54,0,-31,-5,
TT_15_0.50_44, 15, 4, 0,-51,-7,-52,0,0,-5,0,0,0,-2,-14,0,-35,-28,
TT_15_0.50_45, 15, 9, -6,-2,-3,-6,-14,-39,-2,-7,0,-42,0,-12,0,0,0,
TT_15_0.50_46, 15, 2, -2,-8,-1,0,0,-44,0,-2,0,0,-43,-15,-41,-5,0,
TT_15_0.50_47, 15, 4, 0,0,-13,0,0,0,0,-31,0,-2,0,0,0,0,-13,
TT_15_0.50_48, 15, 2, 0,-31,0,0,0,0,0,-2,-19,-50,0,-20,-6,0,0,
TT_15_0.50_49, 15, 8, 0,-22,-12,0,-4,-53,-54,0,0,0,-6,0,-19,0,0,
TT_20_0.05_0, 20, 16, -12,-85,-72,0,-5,-26,-23,0,0,0,-26,-23,-17,-59,-72,-3,-13,-57,-25,-87,
TT_20_0.05_1, 20, 14, -62,-71,-29,0,-1,-4,-5,-16,0,-5,-1,0,-38,-39,-54,-75,-47,-17,-25,-17,
TT_20_0.05_2, 20, 17, -11,-111,0,-1,-91,-49,-22,0,-50,-33,-30,-94,-1,-51,-22,-50,-53,-28,-1,-9,
TT_20_0.05_3, 20, 17, -16,-26,-55,-8,-6,0,-54,-97,-74,-55,-9,0,-47,-28,-1,-78,0,-16,-30,0,
TT_20_0.05_4, 20, 17, -9,-118,-9,0,-2,-67,-7,-80,-9,-78,-81,-55,-25,-27,-28,-29,-28,-83,-67,0,
TT_20_0.05_5, 20, 14, -5,-7,-3,-74,0,-25,-40,-1,0,-40,-55,0,-26,-54,-15,-26,-55,-14,0,-15,
TT_20_0.05_6, 20, 14, -30,-29,-67,-95,-28,0,-22,-95,0,-92,0,-15,-31,-15,-69,0,0,-70,0,-30,
TT_20_0.05_7, 20, 16, -8,-14,-1,-1,-51,-63,-7,-66,-98,-26,0,-1,-53,-62,-27,-63,-18,-24,-28,-1,
TT_20_0.05_8, 20, 17, -3,-35,-67,-89,-91,-85,-86,0,-89,-14,0,-18,-17,-37,-37,-1,0,-70,-3,-36,
TT_20_0.05_9, 20, 17, -6,-54,0,-29,-80,-11,-76,-1,0,0,-8,-52,0,-48,-56,-29,0,-8,0,-28,
TT_20_0.05_10, 20, 14, 0,0,-65,-69,-70,-51,-1,-65,0,-31,-8,-64,-4,-19,-53,-37,-23,-39,-12,-12,
TT_20_0.05_11, 20, 11, 0,-43,-28,0,-64,-1,-25,-12,0,-63,-8,-41,0,-15,-91,-4,-63,-4,-35,-39,
TT_20_0.05_12, 20, 17, 0,-28,-10,-18,-2,-69,-29,-41,-57,0,-55,-73,-40,0,-92,0,-20,-9,0,-10,
TT_20_0.05_13, 20, 18, -38,-27,0,-38,-36,-24,0,-58,-14,-104,-76,-4,-1,-74,-74,-56,-9,-13,-104,-2,
TT_20_0.05_14, 20, 16, -52,-33,0,0,-50,-12,0,-31,-13,-79,-32,-9,-3,-1,-76,-13,-12,-68,-48,-77,
TT_20_0.05_15, 20, 16, -1,-1,0,-8,-28,0,-8,-62,-3,-35,-9,-58,-8,-95,-45,-85,-49,-33,-60,-11,
TT_20_0.05_16, 20, 18, -65,0,-32,0,-46,-2,-1,-66,-6,-1,-4,-7,0,-47,-93,-19,-36,-22,-65,-88,
TT_20_0.05_17, 20, 13, 0,-28,-48,-41,0,-5,-8,-78,-10,-76,-13,-48,0,0,-2,-76,0,-53,-26,0,
TT_20_0.05_18, 20, 18, 0,-52,0,-1,-90,-23,-53,-113,0,-51,-27,-93,-28,-56,-50,-3,-7,-8,-23,-12,
TT_20_0.05_19, 20, 12, 0,-62,-53,0,-25,-15,0,-14,-10,-26,0,0,-65,-60,0,0,-92,-28,-18,-24,
TT_20_0.05_20, 20, 9, -58,-38,-43,-9,-31,-9,0,-60,-10,0,-87,-44,-58,0,0,-13,0,-13,-1,-6,
TT_20_0.05_21, 20, 16, -48,-22,-48,0,0,-52,-4,0,-5,-37,-50,-107,-49,-11,-51,0,-103,-22,-16,-34,
TT_20_0.05_22, 20, 16, 0,0,-3,-36,0,-13,-83,-6,-39,-22,-10,-75,-41,0,-31,-80,-38,-20,-10,-40,
TT_20_0.05_23, 20, 14, -10,-5,0,-11,-62,-65,0,-66,-36,-88,-22,-91,-36,-47,0,-22,-91,-1,0,-48,
TT_20_0.05_24, 20, 11, -57,-40,-17,-13,-92,0,-14,0,-13,0,-36,-63,-43,-4,-65,-61,0,-3,-9,0,
TT_20_0.05_25, 20, 19, -8,-35,-41,-43,-42,0,0,-2,0,0,0,-10,0,-42,-7,-75,-73,-24,-3,-23,
TT_20_0.05_26, 20, 14, 0,0,-26,0,0,-4,-45,-12,-6,0,-25,-34,-44,-21,-6,-61,-59,0,-13,-3,
TT_20_0.05_27, 20, 17, -34,-2,-11,-1,-18,-3,-74,0,0,0,-18,-75,-56,-33,-21,-34,-59,0,0,-2,
TT_20_0.05_28, 20, 15, -13,0,-92,-1,-2,-2,-75,-51,-31,-26,-18,-1,-93,-48,0,-35,-3,-48,-32,-72,
TT_20_0.05_29, 20, 18, -23,-17,-73,-45,-17,-4,-24,-24,-7,-1,-45,0,-7,-46,0,-27,-6,-1,-44,-47,
TT_20_0.05_30, 20, 17, -26,-37,-10,-2,-42,-31,0,0,-4,-9,-80,-79,-78,-37,-74,-12,0,0,-12,-39,
TT_20_0.05_31, 20, 16, -17,-69,-30,-1,0,0,-29,-44,-9,-6,-9,-59,-66,-44,-21,0,-29,-94,-2,-69,
TT_20_0.05_32, 20, 13, -16,-49,-72,-7,-10,0,-36,-18,-8,0,-62,-46,0,-4,-2,-36,-4,-18,-28,0,
TT_20_0.05_33, 20, 17, -15,-2,-26,0,-78,-45,-77,-67,-3,-46,-27,-1,-24,-48,-19,-4,-1,-4,-23,-48,
TT_20_0.05_34, 20, 14, -39,-14,0,-74,-13,-31,-14,-5,-37,0,-71,-70,-75,-1,-37,-3,0,-13,-63,-33,
TT_20_0.05_35, 20, 14, 0,-13,-59,-2,-12,-16,-35,-60,-2,-13,0,-40,-62,-58,-2,0,-44,-2,-31,-59,
TT_20_0.05_36, 20, 14, -2,-76,0,0,-15,-3,0,-67,-15,-74,-41,-49,-10,-30,-11,-1,-3,-18,-52,-31,
TT_20_0.05_37, 20, 16, -10,-76,-1,0,-38,-76,-28,-11,-44,0,-13,-10,0,0,-43,-47,0,-27,-77,-70,
TT_20_0.05_38, 20, 14, -3,-40,-87,-17,-1,-19,-57,-37,-84,-38,-61,-8,-4,0,-7,-74,-86,-24,-28,-1,
TT_20_0.05_39, 20, 15, -13,-15,-36,-3,-34,-2,-17,0,-36,0,0,-7,-5,-63,-35,-7,-62,-80,0,-16,
TT_20_0.05_40, 20, 12, -6,-16,-31,-84,0,-35,-20,-1,-64,-33,0,0,0,-27,-3,-5,-85,-12,-65,-32,
TT_20_0.05_41, 20, 13, 0,-49,-81,-87,-24,0,-51,0,0,-26,-50,-7,0,-41,-12,-23,0,-46,-11,-7,
TT_20_0.05_42, 20, 14, 0,-10,0,-4,-78,-33,-45,-31,-4,-69,-13,-47,-27,-11,-81,-77,0,-46,-13,0,
TT_20_0.05_43, 20, 17, 0,-72,-66,-16,0,-53,-44,-71,-8,0,-29,-9,-70,-42,0,0,-16,0,-27,-14,
TT_20_0.05_44, 20, 17, -11,-31,-30,-38,-13,-3,-3,-16,-70,-54,-101,-53,-97,-74,-74,-97,0,0,0,-40,
TT_20_0.05_45, 20, 13, -39,0,-18,-60,-44,-58,-30,-30,-11,-81,-4,-11,-81,0,-54,0,-1,-86,-86,0,
TT_20_0.05_46, 20, 17, -2,-29,-10,-49,-30,-46,0,-85,0,-81,-11,-49,0,-73,-26,-3,-45,-8,-10,-85,
TT_20_0.05_47, 20, 15, -2,-6,0,0,-54,0,-22,-42,-71,-21,-3,-3,0,-56,-42,-34,-33,-3,-2,-23,
TT_20_0.05_48, 20, 14, 0,-46,-25,0,-10,-23,-23,-57,-80,0,-10,-65,-62,-26,-43,-10,-11,-8,0,-1,
TT_20_0.05_49, 20, 13, -6,-18,-51,0,-18,-16,-53,-73,-3,-16,0,-57,0,-21,0,-73,-1,-70,-19,-8,
TT_20_0.25_0, 20, 9, 0,0,0,-77,0,0,-63,-13,-12,-34,0,0,-23,-37,-75,-44,-1,0,0,0,
TT_20_0.25_1, 20, 15, -52,-45,-2,-41,-26,-31,0,-1,-89,0,-42,0,0,-72,-1,-70,-81,-10,0,0,
TT_20_0.25_2, 20, 9, -12,-6,-19,-61,0,0,0,-5,0,-3,-78,-24,-72,0,-25,0,0,0,-21,0,
TT_20_0.25_3, 20, 11, 0,0,-3,0,0,0,0,-6,0,-46,-30,-80,-5,-4,-46,-82,0,0,-28,-47,
TT_20_0.25_4, 20, 10, 0,-13,0,-45,0,0,-46,-1,-36,0,-1,0,-64,0,-18,-43,0,-29,0,0,
TT_20_0.25_5, 20, 17, 0,-4,0,-51,0,-58,-67,0,-42,0,-76,-99,0,-21,-28,0,0,-1,-5,-92,
TT_20_0.25_6, 20, 16, -77,-8,0,-33,-43,0,-41,0,-19,0,-27,0,-62,0,0,-6,-40,0,0,0,
TT_20_0.25_7, 20, 13, -24,-88,-4,0,-13,-28,0,-7,-3,-5,0,-52,0,-66,0,-21,-65,0,-42,-1,
TT_20_0.25_8, 20, 11, 0,0,0,0,-8,-1,0,-72,-3,-5,0,0,-39,-47,-51,-72,-41,-33,-3,-5,
TT_20_0.25_9, 20, 13, 0,0,-9,-76,0,0,-65,-4,-31,-33,-74,-8,-80,0,-48,0,-21,0,-1,-6,
TT_20_0.25_10, 20, 10, -4,-14,0,-3,-7,0,0,-45,0,-7,-69,-92,-63,-7,-10,0,0,0,-9,-68,
TT_20_0.25_11, 20, 11, -65,-29,0,0,-16,0,0,-17,0,-106,-12,-51,-8,-67,-47,0,-46,-48,0,0,
TT_20_0.25_12, 20, 12, 0,-38,-4,0,-37,0,-28,-1,-88,-80,0,-81,-2,0,-23,-18,-75,-27,0,-32,
TT_20_0.25_13, 20, 10, -4,-29,-7,0,0,-23,0,-49,-69,-52,-25,0,-1,-67,-46,-75,0,-39,-1,-43,
TT_20_0.25_14, 20, 13, 0,-56,-55,-10,-49,-32,-1,-5,-12,-69,0,0,-9,-105,-11,-85,-37,-4,0,-44,
TT_20_0.25_15, 20, 14, -22,-59,-1,-58,0,0,0,-13,0,-15,-44,-50,-17,-62,-58,0,-3,-47,0,0,
TT_20_0.25_16, 20, 12, -48,-3,0,-21,0,-8,-65,-32,-3,-40,-18,0,0,-4,-14,-52,-31,0,0,-54,
TT_20_0.25_17, 20, 8, 0,-50,-60,0,-38,-28,0,0,0,-1,-7,-58,-2,-1,-27,0,-11,0,-11,0,
TT_20_0.25_18, 20, 8, -21,0,-40,0,-18,-46,-27,0,-2,-4,-3,0,-60,-2,-5,-5,0,0,-52,0,
TT_20_0.25_19, 20, 13, 0,0,-30,0,-2,-11,-13,-17,-2,-48,0,-4,-67,-28,-56,0,-17,-77,0,-25,
TT_20_0.25_20, 20, 17, 0,-23,-41,0,0,-15,-24,0,0,-1,-47,-87,-62,-67,-69,0,0,0,-61,-16,
TT_20_0.25_21, 20, 16, -4,0,-57,0,0,-57,0,-22,-28,-1,-33,-73,-55,-31,-51,-4,-3,0,-3,-72,
TT_20_0.25_22, 20, 11, -47,-57,-2,-61,-81,0,0,-1,0,-2,-4,-68,-38,-30,0,0,-70,-34,-4,-1,
TT_20_0.25_23, 20, 15, -1,0,0,-42,-7,-79,-18,-50,-79,-60,-20,-1,0,-66,-2,-6,-53,0,0,0,
TT_20_0.25_24, 20, 10, -58,0,-29,0,0,0,0,0,-3,0,-5,-17,-34,0,0,-49,-2,-28,-11,-52,
TT_20_0.25_25, 20, 10, -20,0,-5,-44,0,-72,0,-3,0,0,-34,0,0,-70,-36,-27,0,-15,-61,0,
TT_20_0.25_26, 20, 11, -12,-1,0,-75,0,0,0,0,0,0,-58,0,-21,-45,-99,-72,-30,-7,-12,-54,
TT_20_0.25_27, 20, 13, -92,0,-29,-26,-48,-18,0,0,0,-27,0,0,0,0,-37,-58,-8,0,-41,-75,
TT_20_0.25_28, 20, 9, 0,-63,-62,0,-36,0,-9,0,0,0,-27,0,-70,-33,-35,-41,0,0,0,-50,
TT_20_0.25_29, 20, 9, -1,-7,0,-4,0,-37,-67,-57,-1,-14,-1,-27,0,-13,0,-91,-7,-14,-35,-18,
TT_20_0.25_30, 20, 12, 0,0,-12,-23,0,-64,-1,-4,-32,0,-60,-29,0,-16,-10,-1,-37,-15,-3,-1,
TT_20_0.25_31, 20, 15, -1,-29,-61,-24,-18,-1,-55,-56,-73,-5,0,0,-19,0,-2,0,-4,-79,-62,-34,
TT_20_0.25_32, 20, 12, -59,-53,-31,-53,-41,-25,0,0,0,0,0,-17,-56,0,-3,0,-15,0,-67,-4,
TT_20_0.25_33, 20, 16, 0,0,-69,-37,-5,0,-28,-52,-28,0,-60,-61,-79,0,-26,-4,-28,-89,-39,0,
TT_20_0.25_34, 20, 10, -1,0,0,0,-94,-68,-41,0,0,-3,0,-26,-35,0,-26,-22,-82,-45,0,-24,
TT_20_0.25_35, 20, 9, 0,-22,-12,0,-5,-8,0,-3,0,-3,-63,-57,-49,-45,0,-42,0,0,0,-31,
TT_20_0.25_36, 20, 12, -78,-51,-48,0,-17,-60,0,0,0,0,0,-1,-48,0,-1,0,-22,0,0,0,
TT_20_0.25_37, 20, 9, -37,-44,-2,-2,-2,0,0,-41,-77,0,-68,-2,-50,-9,-13,0,-1,-2,0,-48,
TT_20_0.25_38, 20, 12, -2,-1,-62,-80,-31,-23,-1,0,0,-17,-33,0,-16,-9,-45,-2,-35,-41,-93,0,
TT_20_0.25_39, 20, 9, -53,-3,0,-20,0,-13,-18,0,-73,-48,-1,0,-69,-30,-51,-1,-5,-28,0,0,
TT_20_0.25_40, 20, 13, -4,0,-71,-78,-25,-51,-30,-30,0,0,0,-19,-2,-4,-1,-21,-19,-65,-1,0,
TT_20_0.25_41, 20, 9, -1,0,0,-57,-2,-38,-40,0,-40,-34,0,-67,-17,-61,0,-6,0,0,0,0,
TT_20_0.25_42, 20, 8, 0,0,0,0,-21,-1,-42,-7,-29,-59,-2,-54,-35,-15,0,-25,0,-4,0,-8,
TT_20_0.25_43, 20, 12, -66,-102,0,-2,-8,-63,-85,-3,-37,0,-1,-3,-44,-31,-16,-79,-12,-39,0,0,
TT_20_0.25_44, 20, 10, -26,0,0,0,0,0,-3,-5,-1,-22,-45,-81,0,-53,0,-5,0,-15,-72,-51,
TT_20_0.25_45, 20, 13, 0,-4,0,-28,-32,-24,0,-39,-77,-46,-60,-3,0,0,0,0,-52,-66,-81,-2,
TT_20_0.25_46, 20, 12, 0,-3,0,-14,0,-17,-100,-74,-3,-70,-38,0,-11,-54,-44,-3,0,0,-35,0,
TT_20_0.25_47, 20, 12, 0,-57,-15,0,-1,-37,0,-39,-46,0,-42,0,-6,0,0,-47,0,-22,0,0,
TT_20_0.25_48, 20, 14, -37,0,-1,0,0,0,0,0,-16,0,-42,0,-63,-26,-42,0,0,-61,0,-58,
TT_20_0.25_49, 20, 14, 0,-14,-1,0,-66,-32,0,-17,0,0,-59,-34,-44,-1,0,-22,0,-1,-71,-47,
TT_20_0.50_0, 20, 5, 0,0,0,-1,-1,-54,0,-3,-68,0,-31,-1,0,-7,0,0,0,-50,0,0,
TT_20_0.50_1, 20, 10, 0,0,0,-43,0,-82,0,0,0,-81,0,-29,-5,0,-9,0,0,-70,-41,0,
TT_20_0.50_2, 20, 4, 0,-1,0,-47,0,-21,0,-23,0,0,-8,0,0,-57,-45,0,0,-62,-12,0,
TT_20_0.50_3, 20, 7, 0,0,-49,-4,-6,0,-25,0,-11,0,-21,-1,0,0,0,-6,-17,0,0,-28,
TT_20_0.50_4, 20, 15, -13,-4,0,-4,-7,-21,0,-3,-17,-6,0,0,-32,0,-1,0,-40,-54,-7,0,
TT_20_0.50_5, 20, 9, 0,0,0,-2,-2,0,0,0,-4,-1,0,-68,0,-4,0,0,-59,-34,-12,-17,
TT_20_0.50_6, 20, 9, -29,0,0,-14,-19,0,-32,0,0,0,0,0,0,-1,0,0,0,-62,0,-6,
TT_20_0.50_7, 20, 6, 0,-43,-5,-3,-11,-3,0,0,0,0,-33,0,-3,-29,0,0,-73,-56,-40,-3,
TT_20_0.50_8, 20, 7, 0,0,0,0,-11,0,0,-4,-29,-45,0,-2,-90,-5,0,-32,-1,-72,-3,-20,
TT_20_0.50_9, 20, 6, -7,0,-3,-3,0,-1,0,0,-3,-1,-11,0,-71,-68,0,0,-21,0,-45,0,
TT_20_0.50_10, 20, 8, 0,-43,0,0,-4,0,-2,0,0,0,0,0,0,-69,-21,-42,0,0,-45,-31,
TT_20_0.50_11, 20, 7, 0,-41,0,0,0,-5,-35,0,-3,0,0,0,-40,0,-38,0,0,-56,0,0,
TT_20_0.50_12, 20, 8, -32,-22,0,0,0,0,0,0,-11,-6,0,-1,-33,-34,-17,0,-12,-7,-63,0,
TT_20_0.50_13, 20, 10, -10,0,-73,-63,0,0,0,-38,0,0,-13,-36,-7,-2,0,-24,0,0,0,-14,
TT_20_0.50_14, 20, 5, 0,0,0,0,0,-17,0,-49,0,-3,-1,-49,0,-3,0,-25,0,-73,-55,-4,
TT_20_0.50_15, 20, 11, 0,0,-21,-7,0,0,-7,-6,0,-2,0,-23,-49,-2,-53,0,0,-58,-32,0,
TT_20_0.50_16, 20, 7, -3,-6,0,-20,0,-3,-5,-47,0,0,0,-40,-40,0,-60,0,0,0,0,0,
TT_20_0.50_17, 20, 13, 0,-5,-4,-69,-7,-77,0,-10,0,0,-77,-10,0,0,-11,0,0,-49,0,0,
TT_20_0.50_18, 20, 8, 0,0,0,-10,0,-62,-64,-48,0,0,-3,-22,0,0,-2,-5,-2,0,-4,0,
TT_20_0.50_19, 20, 7, -48,-10,0,-26,0,-1,0,-40,0,-3,0,0,0,0,0,-5,0,0,-33,-21,
TT_20_0.50_20, 20, 8, -3,-26,-77,0,-2,0,0,0,0,0,-89,-28,0,0,0,-62,-22,0,0,0,
TT_20_0.50_21, 20, 6, 0,0,0,-44,-8,-53,0,0,0,-1,-3,0,0,-36,-48,0,-3,0,0,-40,
TT_20_0.50_22, 20, 6, 0,-44,-10,0,-9,0,0,0,-28,0,0,0,0,0,-2,0,-19,0,-11,-22,
TT_20_0.50_23, 20, 6, 0,0,-7,0,-72,-70,-59,0,-7,0,-3,0,0,0,-21,-1,0,-6,-13,-5,
TT_20_0.50_24, 20, 7, -2,-16,-62,-57,0,0,-72,-38,-1,0,0,0,-2,-6,-38,0,0,-2,0,-1,
TT_20_0.50_25, 20, 9, 0,-10,-3,0,0,-1,-64,0,-91,0,0,-22,-58,0,-3,0,-47,0,0,0,
TT_20_0.50_26, 20, 8, 0,-27,-3,-8,-23,0,0,0,0,0,-6,-2,0,-49,0,0,-64,-30,0,0,
TT_20_0.50_27, 20, 8, -55,-5,0,0,-6,0,-31,-19,-14,0,0,-15,-2,0,-63,-3,0,-8,0,0,
TT_20_0.50_28, 20, 9, 0,0,0,-1,-1,0,-101,0,0,0,0,-33,-35,0,0,-11,-29,-42,0,0,
TT_20_0.50_29, 20, 14, 0,-5,-3,-17,-54,-84,0,0,0,0,0,-48,0,0,-9,-18,-73,-26,0,-80,
TT_20_0.50_30, 20, 7, -21,-13,-7,0,0,-68,0,-10,0,-51,-60,0,0,-5,0,0,-3,0,0,-69,
TT_20_0.50_31, 20, 6, -11,-5,0,0,-32,-10,-3,0,0,0,-70,-1,0,-2,-3,0,0,0,-23,0,
TT_20_0.50_32, 20, 9, -57,0,0,0,-38,0,-70,0,0,-63,0,0,-6,0,-1,0,0,0,0,0,
TT_20_0.50_33, 20, 8, -47,0,-37,-46,0,-33,0,0,0,0,-38,0,-1,0,-4,0,0,0,-4,0,
TT_20_0.50_34, 20, 9, -4,-55,-20,-4,-32,-1,-7,-14,-14,-2,-2,-1,0,-59,0,-6,-69,-1,-26,-1,
TT_20_0.50_35, 20, 11, 0,-2,0,-16,0,-81,-21,-4,-32,-11,0,-37,-4,-1,-6,-16,-7,0,0,0,
TT_20_0.50_36, 20, 5, -51,-39,-4,-3,0,-1,0,0,0,0,-3,0,-9,-17,0,0,0,0,0,-42,
TT_20_0.50_37, 20, 5, 0,-25,0,0,-16,0,-3,-1,-22,0,-64,0,-58,0,0,0,0,-2,-9,-5,
TT_20_0.50_38, 20, 7, 0,0,0,0,-3,0,-61,0,0,0,-27,0,0,0,0,0,0,0,0,-54,
TT_20_0.50_39, 20, 9, -3,0,0,-30,-4,-35,0,-56,0,0,-50,0,0,0,0,0,-39,-17,-74,0,
TT_20_0.50_40, 20, 11, -5,-1,0,-10,-31,0,0,0,-59,0,0,0,0,-16,-2,-4,0,-2,0,0,
TT_20_0.50_41, 20, 13, -80,0,0,0,0,0,0,0,0,0,-85,0,0,-55,0,-28,-23,-5,-5,-1,
TT_20_0.50_42, 20, 7, -35,-36,0,0,0,-1,-45,0,0,-36,-5,0,0,-8,-47,0,0,-18,-26,0,
TT_20_0.50_43, 20, 7, 0,0,0,0,0,-8,-22,-10,0,0,-12,0,-39,0,-34,-37,-38,-50,0,0,
TT_20_0.50_44, 20, 13, -98,-2,-1,0,0,0,-35,-15,0,0,-58,-9,0,-2,-11,0,0,0,-42,0,
TT_20_0.50_45, 20, 7, 0,-1,-17,0,0,0,-2,-14,0,-1,-67,0,0,-15,0,0,-58,0,-28,-1,
TT_20_0.50_46, 20, 5, 0,0,-3,0,-68,-65,-6,0,-65,0,-35,-4,-6,0,0,-3,-36,0,-3,-43,
TT_20_0.50_47, 20, 7, -1,-5,0,-1,0,-6,0,-84,0,0,-29,-16,-63,0,0,-17,-1,-73,0,0,
TT_20_0.50_48, 20, 7, -3,-25,0,0,-8,0,0,-16,-43,0,0,0,0,0,-35,0,-5,-31,0,-5,
TT_20_0.50_49, 20, 6, -93,-40,0,-15,-10,0,0,0,0,-3,0,-5,-34,0,-23,-1,0,0,0,-62,
TT_25_0.05_0, 25, 20, -1,-46,-73,-25,-8,-45,-85,0,-25,-69,-4,-22,-121,-84,-1,-25,-19,-47,-46,-13,-84,-85,-1,-11,0,
TT_25_0.05_1, 25, 20, -16,-65,-7,-85,-20,-109,-86,0,-20,0,-17,-1,-112,-66,-19,-51,0,-132,-48,-85,-3,-18,0,-68,-49,
TT_25_0.05_2, 25, 20, -22,-61,-60,-2,-2,0,0,-121,0,-21,-24,-22,0,-100,-63,-24,-13,-3,-26,-61,0,-7,-12,-60,-102,
TT_25_0.05_3, 25, 20, -107,-4,-23,-37,0,-109,0,0,-50,-50,-94,0,-91,-50,0,-42,-8,-36,-51,-24,0,-8,-53,-13,-113,
TT_25_0.05_4, 25, 21, -1,-72,-37,-103,0,0,-33,-33,-8,-73,-105,-117,-15,-120,-17,-67,0,-37,-13,-35,-122,0,-72,-10,-65,
TT_25_0.05_5, 25, 17, -109,-43,-6,-11,0,-1,0,-47,-34,0,-71,-11,-13,-48,-14,-13,0,-82,-86,0,-66,-2,-81,-47,-29,
TT_25_0.05_6, 25, 21, -86,-113,0,-68,-31,0,-32,-95,-112,-3,-12,-27,0,-13,0,-28,-93,-69,0,-114,-18,-26,-29,-6,-32,
TT_25_0.05_7, 25, 22, -18,-74,0,0,-116,-16,-46,0,-111,-40,-12,-75,-42,-28,-15,-114,-72,-31,-44,0,-69,-107,-111,-12,0,
TT_25_0.05_8, 25, 19, -53,0,-19,0,-5,-28,-101,-82,-52,-14,-111,-53,0,-112,-47,-12,-29,-25,0,-5,-86,-1,-26,-51,-1,
TT_25_0.05_9, 25, 18, 0,-26,-27,-9,-51,0,0,-53,-3,-110,-12,0,-7,-109,-50,-47,-38,-49,-14,-4,-88,-42,0,-86,-108,
TT_25_0.05_10, 25, 20, -3,-17,-21,-38,0,0,-1,-2,-72,-68,-13,0,-69,-24,-44,-49,-128,0,-36,0,-74,-70,-44,-121,-72,
TT_25_0.05_11, 25, 22, -14,0,-19,-75,-61,-11,-27,0,-79,0,-6,0,-77,-29,-19,-103,0,-42,-44,0,-107,-44,-8,-107,-60,
TT_25_0.05_12, 25, 20, 0,0,-19,-53,-19,-62,-104,-8,0,0,-64,-89,-20,-3,0,-48,-4,-61,-89,0,-7,-33,-103,-32,-34,
TT_25_0.05_13, 25, 17, -26,-48,0,-102,-57,-14,-4,-29,-103,-60,-60,-59,0,0,-3,0,-27,-59,-44,-7,0,-7,-14,-17,0,
TT_25_0.05_14, 25, 21, 0,-54,0,-9,-93,-39,-10,-98,0,0,-44,-22,-15,-57,-21,-23,0,0,0,-55,-111,-52,-113,-56,-11,
TT_25_0.05_15, 25, 22, 0,-15,-93,-108,0,-12,-30,-92,-73,-52,-29,-2,-59,-32,-28,-108,0,0,-67,-70,-110,0,-13,-14,0,
TT_25_0.05_16, 25, 21, 0,-45,-33,-50,-12,0,-102,-1,-45,-47,-1,-6,-33,-16,-46,-11,-44,-120,0,-102,-23,-46,-95,-24,-2,
TT_25_0.05_17, 25, 18, -31,-26,-29,-2,0,0,0,-48,-3,-4,0,-85,-8,-65,-20,0,-81,-22,-113,-44,-84,0,-70,-44,-4,
TT_25_0.05_18, 25, 21, -46,-74,-28,-66,0,-108,-13,-74,-15,0,-42,0,0,-16,0,-42,-113,0,0,-77,-1,-28,-73,-45,-12,
TT_25_0.05_19, 25, 21, -6,-61,-7,0,-121,-40,-101,-18,-71,-21,-2,-60,-24,-42,-127,-74,-44,-2,-96,-74,-25,0,-101,-1,0,
